"","Year","Area","Street","Street.2"
"2724",2011,"Wolverhampton"," New̴X̴Hospital,̴W�����ton"," New X Hospital, W�����ton"
"2725",2011,"Wolverhampton","newcross̴Hospital","newcross Hospital"
"2726",2011,"Wolverhampton"," Norfold̴Road,̴Pewnnfields,̴W�����ton"," Norfold Road, Pewnnfields, W�����ton"
"2727",2011,"Wolverhampton","North̴Street","North Street"
"2728",2011,"Wolverhampton","North̴Street","North Street"
"2729",2011,"Wolverhampton","North̴Street","North Street"
"2730",2011,"Wolverhampton","North̴Street","North Street"
"2731",2011,"Wolverhampton","North̴Street","North Street"
"2732",2011,"Wolverhampton","North̴Street̴Town̴Centre̴Wolverhampton","North Street Town Centre Wolverhampton"
"2733",2011,"Wolverhampton"," Northwood̴Park̴Road,̴Wolves."," Northwood Park Road, Wolves."
"2734",2011,"Wolverhampton","O/s̴Grapes̴PH̴̴Moseley̴Road","O/s Grapes PH  Moseley Road"
"2735",2011,"Wolverhampton","O/s̴Oceana̴Bilston̴street̴.","O/s Oceana Bilston street ."
"2736",2011,"Wolverhampton"," Oustide̴Yates,̴Wolverhampton"," Oustide Yates, Wolverhampton"
"2737",2011,"Wolverhampton","outsdie̴yates'̴wine̴bar̴wolverhampton","outsdie yates' wine bar wolverhampton"
"2738",2011,"Wolverhampton"," Outside̴Subway̴Sandwich̴Shop,̴Queens̴Square,̴Wolverhampton"," Outside Subway Sandwich Shop, Queens Square, Wolverhampton"
"2739",2011,"Wolverhampton","Outside̴the̴̴Avondale","Outside the  Avondale"
"2740",2011,"Wolverhampton","Outside̴the̴Indie̴Bar̴̴.","Outside the Indie Bar  ."
"2741",2011,"Wolverhampton"," Outside̴Yates,̴North̴Street,̴Wolverhampton"," Outside Yates, North Street, Wolverhampton"
"2742",2011,"Wolverhampton","Owen̴Road","Owen Road"
"2743",2011,"Wolverhampton","Parkfield̴Rd","Parkfield Rd"
"2744",2011,"Wolverhampton","Penn̴Road","Penn Road"
"2745",2011,"Wolverhampton"," Penn̴Road,̴Wolves"," Penn Road, Wolves"
"2746",2011,"Wolverhampton","Pipers̴Row̴Wolverhampton","Pipers Row Wolverhampton"
"2747",2011,"Wolverhampton"," Pipers̴Row,̴Wolverhampton"," Pipers Row, Wolverhampton"
"2748",2011,"Wolverhampton"," Pipers̴Row,̴W'ton."," Pipers Row, W'ton."
"2749",2011,"Wolverhampton"," Powell̴St,̴woolverhampton"," Powell St, woolverhampton"
"2750",2011,"Wolverhampton","Prestwood̴Road","Prestwood Road"
"2751",2011,"Wolverhampton","Pricess̴Street","Pricess Street"
"2752",2011,"Wolverhampton","Pricess̴Street","Pricess Street"
"2753",2011,"Wolverhampton"," Prince̴Charles̴Pub,Bushbury"," Prince Charles Pub,Bushbury"
"2754",2011,"Wolverhampton"," Princess̴St,̴Wton"," Princess St, Wton"
"2755",2011,"Wolverhampton","princess̴street","princess street"
"2756",2011,"Wolverhampton","princess̴street","princess street"
"2757",2011,"Wolverhampton","Princess̴Street","Princess Street"
"2758",2011,"Wolverhampton","Princess̴Street","Princess Street"
"2759",2011,"Wolverhampton","Princess̴Street","Princess Street"
"2760",2011,"Wolverhampton"," Princess̴Street,Walsall"," Princess Street,Walsall"
"2761",2011,"Wolverhampton","prines̴St","prines St"
"2762",2011,"Wolverhampton"," Probert̴Road,̴Wton"," Probert Road, Wton"
"2763",2011,"Wolverhampton"," Prosser̴St,̴Wolves"," Prosser St, Wolves"
"2764",2011,"Wolverhampton","Prosser̴Street","Prosser Street"
"2765",2011,"Wolverhampton","Prowell̴St","Prowell St"
"2766",2011,"Wolverhampton"," Queen̴Sq,̴Wton"," Queen Sq, Wton"
"2767",2011,"Wolverhampton","Queen̴Square","Queen Square"
"2768",2011,"Wolverhampton","queen̴square","queen square"
"2769",2011,"Wolverhampton","Queen̴Square","Queen Square"
"2770",2011,"Wolverhampton"," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton"
"2771",2011,"Wolverhampton"," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton"
"2772",2011,"Wolverhampton"," Queen̴Square,̴Wton"," Queen Square, Wton"
"2773",2011,"Wolverhampton"," Queen̴Squsre,̴City̴Centre,̴Wolverhampton"," Queen Squsre, City Centre, Wolverhampton"
"2774",2011,"Wolverhampton","Queen̴St","Queen St"
"2775",2011,"Wolverhampton","Queen̴St","Queen St"
"2776",2011,"Wolverhampton","Queen̴St̴Wolverhampton","Queen St Wolverhampton"
"2777",2011,"Wolverhampton","Queen̴St̴Wolverhampton","Queen St Wolverhampton"
"2778",2011,"Wolverhampton","Queen̴St̴Wolverhampton","Queen St Wolverhampton"
"2779",2011,"Wolverhampton","Queen̴St/Market̴St̴Wolverhampton","Queen St/Market St Wolverhampton"
"2780",2011,"Wolverhampton","Queen̴St/Market̴Street̴̴junction","Queen St/Market Street  junction"
"2781",2011,"Wolverhampton","Queen̴Street","Queen Street"
"2782",2011,"Wolverhampton","Queen̴Street","Queen Street"
"2783",2011,"Wolverhampton","Queen̴Street","Queen Street"
"2784",2011,"Wolverhampton","Queen̴Street","Queen Street"
"2785",2011,"Wolverhampton","Queen̴Street","Queen Street"
"2786",2011,"Wolverhampton"," Queen̴Street,̴wolverhampton"," Queen Street, wolverhampton"
"2787",2011,"Wolverhampton"," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton"
"2788",2011,"Wolverhampton"," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton"
"2789",2011,"Wolverhampton"," Queen̴Street,̴w�����ton"," Queen Street, w�����ton"
"2790",2011,"Wolverhampton"," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton"
"2791",2011,"Wolverhampton"," QUEENS̴SQUARE,̴WOLVERHAMPTON"," QUEENS SQUARE, WOLVERHAMPTON"
"2792",2011,"Wolverhampton","Queens̴Street","Queens Street"
"2793",2011,"Wolverhampton","Rear̴of̴Civic̴Centre̴Wolverhampton","Rear of Civic Centre Wolverhampton"
"2794",2011,"Wolverhampton","Ring̴Road","Ring Road"
"2795",2011,"Wolverhampton"," Ring̴Road̴St̴Georges,̴Wolves."," Ring Road St Georges, Wolves."
"2796",2011,"Wolverhampton"," Royal̴London̴P/H,Wolves̴City̴centre."," Royal London P/H,Wolves City centre."
"2797",2011,"Wolverhampton","Sainsburys̴St̴Georges","Sainsburys St Georges"
"2798",2011,"Wolverhampton"," Salop̴st,̴wolverhampton"," Salop st, wolverhampton"
"2799",2011,"Wolverhampton"," Salop̴St,̴Wolves."," Salop St, Wolves."
"2800",2011,"Wolverhampton"," School̴St,̴Wton"," School St, Wton"
"2801",2011,"Wolverhampton","School̴Street","School Street"
"2802",2011,"Wolverhampton","School̴Street","School Street"
"2803",2011,"Wolverhampton"," School̴Street,̴w�����ton"," School Street, w�����ton"
"2804",2011,"Wolverhampton"," School̴Street,̴W'ton."," School Street, W'ton."
"2805",2011,"Wolverhampton","Showell̴Circus","Showell Circus"
"2806",2011,"Wolverhampton"," st̴Georges̴parade,̴wolverhampton"," st Georges parade, wolverhampton"
"2807",2011,"Wolverhampton"," St̴Georges̴Parade,̴Wolverhampton"," St Georges Parade, Wolverhampton"
"2808",2011,"Wolverhampton"," stafford̴road,̴wolverhampton"," stafford road, wolverhampton"
"2809",2011,"Wolverhampton","Stafford̴St","Stafford St"
"2810",2011,"Wolverhampton"," Stafford̴St,̴Wton"," Stafford St, Wton"
"2811",2011,"Wolverhampton","Stafford̴Street","Stafford Street"
"2812",2011,"Wolverhampton","Stafford̴Street","Stafford Street"
"2813",2011,"Wolverhampton"," Stafford̴Street,̴Wolverhampton."," Stafford Street, Wolverhampton."
"2814",2011,"Wolverhampton"," Steel̴Park̴Lane,̴Wton"," Steel Park Lane, Wton"
"2815",2011,"Wolverhampton","Subway̴under̴traffic̴island̴at̴junction̴of̴Ring̴Road̴and̴Bilston̴Street","Subway under traffic island at junction of Ring Road and Bilston Street"
"2816",2011,"Wolverhampton"," Sweetman̴Street,̴Wton"," Sweetman Street, Wton"
"2817",2011,"Wolverhampton","Temple̴St","Temple St"
"2818",2011,"Wolverhampton","Tettenhall̴Road","Tettenhall Road"
"2819",2011,"Wolverhampton","tettenhall̴Road","tettenhall Road"
"2820",2011,"Wolverhampton"," The̴Varsity,̴City̴Centre"," The Varsity, City Centre"
"2821",2011,"Wolverhampton","Thornley̴Street","Thornley Street"
"2822",2011,"Wolverhampton","Tower̴Street","Tower Street"
"2823",2011,"Wolverhampton"," Train̴Station,̴Wolverhampton"," Train Station, Wolverhampton"
"2824",2011,"Wolverhampton","Trysull̴Road","Trysull Road"
"2825",2011,"Wolverhampton"," Vicarage̴Road,̴Wton"," Vicarage Road, Wton"
"2826",2011,"Wolverhampton","Victoria̴Road","Victoria Road"
"2827",2011,"Wolverhampton"," Victoria̴Road,̴Wfield,̴Wton"," Victoria Road, Wfield, Wton"
"2828",2011,"Wolverhampton"," VIctoria̴Road,̴Wfield,Wton"," VIctoria Road, Wfield,Wton"
"2829",2011,"Wolverhampton","victoria̴st","victoria st"
"2830",2011,"Wolverhampton","Victoria̴Street","Victoria Street"
"2831",2011,"Wolverhampton","Victoria̴Street","Victoria Street"
"2832",2011,"Wolverhampton"," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton"
"2833",2011,"Wolverhampton"," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton"
"2834",2011,"Wolverhampton"," Victoria̴Street,̴W�����ton"," Victoria Street, W�����ton"
"2835",2011,"Wolverhampton"," Villiers̴Avenue,̴Wolverhampton"," Villiers Avenue, Wolverhampton"
"2836",2011,"Wolverhampton","Wallace̴Rd","Wallace Rd"
"2837",2011,"Wolverhampton"," Wallace̴Road,̴Bradley"," Wallace Road, Bradley"
"2838",2011,"Wolverhampton"," Walsall̴St,̴Bilston."," Walsall St, Bilston."
"2839",2011,"Wolverhampton"," Wanderers̴Avenue,̴Blakenhall"," Wanderers Avenue, Blakenhall"
"2840",2011,"Wolverhampton"," Wanderers̴Avenue,̴Wton"," Wanderers Avenue, Wton"
"2841",2011,"Wolverhampton"," Warnford̴Walk,̴Merry̴Hill,̴w�����ton"," Warnford Walk, Merry Hill, w�����ton"
"2842",2011,"Wolverhampton","warstones̴drive","warstones drive"
"2843",2011,"Wolverhampton","waterloo̴Rd","waterloo Rd"
"2844",2011,"Wolverhampton","Waterloo̴Rd̴Wolverhampton","Waterloo Rd Wolverhampton"
"2845",2011,"Wolverhampton"," Wednesfield̴High̴Street,̴Wolves."," Wednesfield High Street, Wolves."
"2846",2011,"Wolverhampton","Wellington̴Road","Wellington Road"
"2847",2011,"Wolverhampton"," White̴Oaks̴Street,̴Wton"," White Oaks Street, Wton"
"2848",2011,"Wolverhampton","whitegates̴drive̴coseley","whitegates drive coseley"
"2849",2011,"Wolverhampton"," Willenhall̴Road,̴East̴Park,̴Wolverhampton"," Willenhall Road, East Park, Wolverhampton"
"2850",2011,"Wolverhampton"," Willenhall̴Road,̴Jtn̴Deans̴Road,̴Wton"," Willenhall Road, Jtn Deans Road, Wton"
"2851",2011,"Wolverhampton","William̴Hill̴Market̴Street","William Hill Market Street"
"2852",2011,"Wolverhampton","Wolverhamptn̴Train̴Station","Wolverhamptn Train Station"
"2853",2011,"Wolverhampton","Wolverhampton̴̴train̴station","Wolverhampton  train station"
"2854",2011,"Wolverhampton","Wolverhampton̴Railway̴Station","Wolverhampton Railway Station"
"2855",2011,"Wolverhampton","Wolverhampton̴Railway̴Station","Wolverhampton Railway Station"
"2856",2011,"Wolverhampton","Wolverhampton̴Railway̴Station","Wolverhampton Railway Station"
"2857",2011,"Wolverhampton","wolverhampton̴road̴wednesfield","wolverhampton road wednesfield"
"2858",2011,"Wolverhampton"," Wolverhampton̴Road,̴Wednesfield,̴Wton"," Wolverhampton Road, Wednesfield, Wton"
"2859",2011,"Wolverhampton","wolverhampton̴train̴station","wolverhampton train station"
"2860",2011,"Wolverhampton","wolves̴railway̴station","wolves railway station"
"2861",2011,"Wolverhampton"," Wood̴End̴Road,̴Wednesfield"," Wood End Road, Wednesfield"
"2862",2011,"Wolverhampton"," Woodland̴Avenue,̴Tettenhall̴Wood"," Woodland Avenue, Tettenhall Wood"
"2863",2011,"Wolverhampton","Woolpack̴Alley","Woolpack Alley"
"2864",2011,"Wolverhampton","Wordsworth̴Avenue","Wordsworth Avenue"
"2865",2011,"Wolverhampton","Wton̴Train̴Station","Wton Train Station"
"2866",2011,"Wolverhampton","WV̴Front̴office","WV Front office"
"2867",2011,"Wolverhampton","WVFO","WVFO"
"2868",2011,"Wolverhampton","WVFO","WVFO"
"2869",2012,"Birmingham","Clemence̴road","Clemence road"
"2870",2012,"Birmingham","Clemence̴road","Clemence road"
"2871",2012,"Birmingham","Clemence̴road","Clemence road"
"2872",2012,"Birmingham","Clemence̴road","Clemence road"
"2873",2012,"Birmingham","Clemence̴road","Clemence road"
"2874",2012,"Birmingham","acocks̴green̴police̴station","acocks green police station"
"2875",2012,"Birmingham","Albert̴Road","Albert Road"
"2876",2012,"Birmingham","Alcester̴Rd̴moseley","Alcester Rd moseley"
"2877",2012,"Birmingham","Alcester̴Road","Alcester Road"
"2878",2012,"Birmingham","alcester̴road","alcester road"
"2879",2012,"Birmingham","ALCESTER̴ROAD̴MOSELEY","ALCESTER ROAD MOSELEY"
"2880",2012,"Birmingham","Alcester̴Road̴Moseley","Alcester Road Moseley"
"2881",2012,"Birmingham","Alcester̴Road̴Outside̴Cross̴PH","Alcester Road Outside Cross PH"
"2882",2012,"Birmingham"," Alcester̴Road,̴Moseley."," Alcester Road, Moseley."
"2883",2012,"Birmingham","Alecester̴Road","Alecester Road"
"2884",2012,"Birmingham","Alum̴Rock̴Road","Alum Rock Road"
"2885",2012,"Birmingham","Alum̴Rock̴Road","Alum Rock Road"
"2886",2012,"Birmingham","Alum̴Rock̴Road","Alum Rock Road"
"2887",2012,"Birmingham"," Alum̴Rock̴Road,̴Alum̴Rock"," Alum Rock Road, Alum Rock"
"2888",2012,"Birmingham"," Banford̴Road,̴Ward̴End"," Banford Road, Ward End"
"2889",2012,"Birmingham","BELCHERS̴LANE","BELCHERS LANE"
"2890",2012,"Birmingham","Belgrave̴Middle̴way","Belgrave Middle way"
"2891",2012,"Birmingham","Belgravia̴Close","Belgravia Close"
"2892",2012,"Birmingham","BENNETTS̴HILL̴CITY̴CENTRE","BENNETTS HILL CITY CENTRE"
"2893",2012,"Birmingham","Berkely̴Road","Berkely Road"
"2894",2012,"Birmingham"," Birchley̴Rise̴@̴Wagon̴Lane,̴Olton"," Birchley Rise @ Wagon Lane, Olton"
"2895",2012,"Birmingham","Birchtree̴Drive","Birchtree Drive"
"2896",2012,"Birmingham","Birmingham̴New̴Street","Birmingham New Street"
"2897",2012,"Birmingham"," Birmingham̴Road,̴Castle̴Bromwich"," Birmingham Road, Castle Bromwich"
"2898",2012,"Birmingham"," Birmingham̴Road,̴Sutton̴Coldfield"," Birmingham Road, Sutton Coldfield"
"2899",2012,"Birmingham","Bistol̴Road̴Selly̴Oak","Bistol Road Selly Oak"
"2900",2012,"Birmingham","Blake̴Place.̴Bordesley̴Green","Blake Place. Bordesley Green"
"2901",2012,"Birmingham","Bordesley̴Green","Bordesley Green"
"2902",2012,"Birmingham","Bordesley̴Green̴East","Bordesley Green East"
"2903",2012,"Birmingham"," Bordesley̴Green̴Road,̴Bordesley̴Green"," Bordesley Green Road, Bordesley Green"
"2904",2012,"Birmingham","Bordesley̴Green.","Bordesley Green."
"2905",2012,"Birmingham"," Bordesly̴Green,̴Bordesley̴Green"," Bordesly Green, Bordesley Green"
"2906",2012,"Birmingham"," Boscombe̴Road,̴Tyseley,"," Boscombe Road, Tyseley,"
"2907",2012,"Birmingham","Bournville̴lane","Bournville lane"
"2908",2012,"Birmingham","bristol̴road","bristol road"
"2909",2012,"Birmingham","Bristol̴Road̴South","Bristol Road South"
"2910",2012,"Birmingham","Broad̴Street","Broad Street"
"2911",2012,"Birmingham","Broad̴Street","Broad Street"
"2912",2012,"Birmingham","Broad̴Street","Broad Street"
"2913",2012,"Birmingham","Broad̴Street","Broad Street"
"2914",2012,"Birmingham","Brookhill̴Road","Brookhill Road"
"2915",2012,"Birmingham","Brooklands̴Road","Brooklands Road"
"2916",2012,"Birmingham","brunswick̴road","brunswick road"
"2917",2012,"Birmingham"," BULLS̴HEAD,̴MOSELY"," BULLS HEAD, MOSELY"
"2918",2012,"Birmingham","Caldwell̴Road","Caldwell Road"
"2919",2012,"Birmingham"," Church̴Road,̴Yardley"," Church Road, Yardley"
"2920",2012,"Birmingham"," Church̴Road,̴Yardley"," Church Road, Yardley"
"2921",2012,"Birmingham"," Church̴Road,̴Yew̴Tree"," Church Road, Yew Tree"
"2922",2012,"Birmingham","Clodeshall̴Road","Clodeshall Road"
"2923",2012,"Birmingham","Coleshill̴Road","Coleshill Road"
"2924",2012,"Birmingham","Cotterills̴Lane","Cotterills Lane"
"2925",2012,"Birmingham","Coventry̴̴Road","Coventry  Road"
"2926",2012,"Birmingham"," Coventry̴rd̴,̴Sheldon̴,̴Nr̴British̴legion̴Ivy̴Leaf."," Coventry rd , Sheldon , Nr British legion Ivy Leaf."
"2927",2012,"Birmingham","Coventry̴Rd.","Coventry Rd."
"2928",2012,"Birmingham","Coventry̴Road","Coventry Road"
"2929",2012,"Birmingham"," Coventry̴Road,̴Small̴Heath"," Coventry Road, Small Heath"
"2930",2012,"Birmingham","CranesPark̴Road","CranesPark Road"
"2931",2012,"Birmingham","Dale̴End","Dale End"
"2932",2012,"Birmingham"," Drews̴Lane,̴Ward̴End"," Drews Lane, Ward End"
"2933",2012,"Birmingham","Elizabeth̴Road","Elizabeth Road"
"2934",2012,"Birmingham"," Emily̴Road,̴Acocks̴Green,̴Birmingham"," Emily Road, Acocks Green, Birmingham"
"2935",2012,"Birmingham"," Flaxton̴Grove,̴Kitts̴Green"," Flaxton Grove, Kitts Green"
"2936",2012,"Birmingham"," Foxton̴Road,̴Washwood̴Heath"," Foxton Road, Washwood Heath"
"2937",2012,"Birmingham","FRONT̴OFFCIE̴KINGS̴HEATH̴POLICE̴STATION","FRONT OFFCIE KINGS HEATH POLICE STATION"
"2938",2012,"Birmingham"," Front̴Office,̴Stechford̴Police̴Station"," Front Office, Stechford Police Station"
"2939",2012,"Birmingham","gibbins̴road","gibbins road"
"2940",2012,"Birmingham","Gilsan̴Way","Gilsan Way"
"2941",2012,"Birmingham","Gospel̴Farm̴Road","Gospel Farm Road"
"2942",2012,"Birmingham"," Gospel̴Lane,̴Acocks̴Green"," Gospel Lane, Acocks Green"
"2943",2012,"Birmingham","Green̴lane̴Bordesley̴Green","Green lane Bordesley Green"
"2944",2012,"Birmingham","greswold̴road","greswold road"
"2945",2012,"Birmingham","Harbourne̴Road̴Harbourne","Harbourne Road Harbourne"
"2946",2012,"Birmingham"," Hazelville̴Road,̴̴Hall̴Green"," Hazelville Road,  Hall Green"
"2947",2012,"Birmingham","Heartlands̴Hospital","Heartlands Hospital"
"2948",2012,"Birmingham","Heartlands̴Hospital","Heartlands Hospital"
"2949",2012,"Birmingham","Heartlands̴Hospital","Heartlands Hospital"
"2950",2012,"Birmingham","Heartlands̴hospital","Heartlands hospital"
"2951",2012,"Birmingham","heathfield̴road","heathfield road"
"2952",2012,"Birmingham","Herrick̴Road","Herrick Road"
"2953",2012,"Birmingham","High̴Street","High Street"
"2954",2012,"Birmingham","High̴Street̴Kings̴Heath","High Street Kings Heath"
"2955",2012,"Birmingham","High̴Street̴Solihull","High Street Solihull"
"2956",2012,"Birmingham","Highfield̴Road","Highfield Road"
"2957",2012,"Birmingham","Highfield̴Road̴Spark̴Brook.","Highfield Road Spark Brook."
"2958",2012,"Birmingham","Home̴Address","Home Address"
"2959",2012,"Birmingham","Homer̴Rd̴near̴Holiday̴Inn","Homer Rd near Holiday Inn"
"2960",2012,"Birmingham","Horrell̴Road̴Sheldon","Horrell Road Sheldon"
"2961",2012,"Birmingham","Ivy̴House̴Road̴West̴Heath","Ivy House Road West Heath"
"2962",2012,"Birmingham","Jakeman̴Road","Jakeman Road"
"2963",2012,"Birmingham","juniper̴close","juniper close"
"2964",2012,"Birmingham","Kemberton̴Road","Kemberton Road"
"2965",2012,"Birmingham","kings̴heath̴high̴st","kings heath high st"
"2966",2012,"Birmingham","Kings̴Norton̴Green","Kings Norton Green"
"2967",2012,"Birmingham","Lady̴pool̴road","Lady pool road"
"2968",2012,"Birmingham","Lady̴Pool̴Road","Lady Pool Road"
"2969",2012,"Birmingham","Ladypool̴Road","Ladypool Road"
"2970",2012,"Birmingham","Lea̴Hall̴Road","Lea Hall Road"
"2971",2012,"Birmingham","lower̴Severn̴Street","lower Severn Street"
"2972",2012,"Birmingham","Mary̴Street","Mary Street"
"2973",2012,"Birmingham","Mary̴Street","Mary Street"
"2974",2012,"Birmingham","middle̴park̴road","middle park road"
"2975",2012,"Birmingham","Milestone̴house","Milestone house"
"2976",2012,"Birmingham","Milestone̴house","Milestone house"
"2977",2012,"Birmingham","Milestone̴house","Milestone house"
"2978",2012,"Birmingham","Monyhull̴Road","Monyhull Road"
"2979",2012,"Birmingham","Moseley̴Road","Moseley Road"
"2980",2012,"Birmingham","New̴Street̴Railway̴Station","New Street Railway Station"
"2981",2012,"Birmingham","New̴Street̴Station","New Street Station"
"2982",2012,"Birmingham","Northliegh̴rd̴ward̴end","Northliegh rd ward end"
"2983",2012,"Birmingham"," O/S̴Assembly̴Rooms,̴Poplar̴Way,̴Solihull"," O/S Assembly Rooms, Poplar Way, Solihull"
"2984",2012,"Birmingham"," O/S̴Assembly̴Rooms,̴Solihull̴Town̴Centre"," O/S Assembly Rooms, Solihull Town Centre"
"2985",2012,"Birmingham"," o/s̴Chargrill̴Chicken,̴Coventry̴Road"," o/s Chargrill Chicken, Coventry Road"
"2986",2012,"Birmingham","Olton̴Boulevard̴East","Olton Boulevard East"
"2987",2012,"Birmingham","OUT̴SIDE̴FISH̴BAR̴HOBMOORE̴ROAD.","OUT SIDE FISH BAR HOBMOORE ROAD."
"2988",2012,"Birmingham","outside̴Arden̴oak̴pub","outside Arden oak pub"
"2989",2012,"Birmingham"," outside̴st̴colombia̴nursery̴,alcester̴road"," outside st colombia nursery ,alcester road"
"2990",2012,"Birmingham","Outside̴the̴Bulls̴Head","Outside the Bulls Head"
"2991",2012,"Birmingham"," Parker̴Street,̴Edgbaston"," Parker Street, Edgbaston"
"2992",2012,"Birmingham","Parkland̴on̴The̴Heathway","Parkland on The Heathway"
"2993",2012,"Birmingham","Partridge̴Road","Partridge Road"
"2994",2012,"Birmingham","Pershore̴Road","Pershore Road"
"2995",2012,"Birmingham"," Plymouth̴Road,̴Stirchley"," Plymouth Road, Stirchley"
"2996",2012,"Birmingham"," Poplar̴Road,̴Solihull"," Poplar Road, Solihull"
"2997",2012,"Birmingham","rea̴road","rea road"
"2998",2012,"Birmingham","Regency̴Hotel","Regency Hotel"
"2999",2012,"Birmingham"," RUNCURN̴ROAD,̴BALSALL̴HEATH"," RUNCURN ROAD, BALSALL HEATH"
"3000",2012,"Birmingham","school̴road","school road"
"3001",2012,"Birmingham","Sheath̴Lane","Sheath Lane"
"3002",2012,"Birmingham","Sheldon̴Heath̴Park","Sheldon Heath Park"
"3003",2012,"Birmingham"," Shirley̴Road,̴Acocks̴Green."," Shirley Road, Acocks Green."
"3004",2012,"Birmingham","Solihull̴Town̴Centre","Solihull Town Centre"
"3005",2012,"Birmingham","St̴Marys̴Road","St Marys Road"
"3006",2012,"Birmingham","St̴Marys̴Row","St Marys Row"
"3007",2012,"Birmingham"," St̴Mary's̴Row,̴Moseley"," St Mary's Row, Moseley"
"3008",2012,"Birmingham","St̴Pauls̴road","St Pauls road"
"3009",2012,"Birmingham","St̴Pauls̴road","St Pauls road"
"3010",2012,"Birmingham","Station̴Road̴Stechford","Station Road Stechford"
"3011",2012,"Birmingham","Station̴Road̴Stechford","Station Road Stechford"
"3012",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3013",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3014",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3015",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3016",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3017",2012,"Birmingham"," Station̴Road,̴Solihul"," Station Road, Solihul"
"3018",2012,"Birmingham","stechford̴police̴station","stechford police station"
"3019",2012,"Birmingham","Stechford̴Swimming̴Baths","Stechford Swimming Baths"
"3020",2012,"Birmingham","Stoney̴lane","Stoney lane"
"3021",2012,"Birmingham","Stratford̴Road","Stratford Road"
"3022",2012,"Birmingham"," STRATFORD̴ROAD,̴SPARKBROOK"," STRATFORD ROAD, SPARKBROOK"
"3023",2012,"Birmingham"," Stratford̴Road,̴Sparkhill"," Stratford Road, Sparkhill"
"3024",2012,"Birmingham"," SUMMERFIELD̴ROAD,̴WEOLEY̴CASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE"
"3025",2012,"Birmingham","Sunbeam̴way.","Sunbeam way."
"3026",2012,"Birmingham","Swanshurst̴Park","Swanshurst Park"
"3027",2012,"Birmingham","The̴Parade̴Sutton̴Coldfield","The Parade Sutton Coldfield"
"3028",2012,"Birmingham","The̴Radleys","The Radleys"
"3029",2012,"Birmingham","Tile̴Cross̴Road","Tile Cross Road"
"3030",2012,"Birmingham"," Tote̴Betting̴shop,̴Alum̴Rock̴Road"," Tote Betting shop, Alum Rock Road"
"3031",2012,"Birmingham","Turnburry̴Road","Turnburry Road"
"3032",2012,"Birmingham"," Umberslade̴Road,̴Selly̴Oak"," Umberslade Road, Selly Oak"
"3033",2012,"Birmingham"," VICARAGE̴ROAD,̴KINGHS̴HEATH"," VICARAGE ROAD, KINGHS HEATH"
"3034",2012,"Birmingham"," Victoria̴Road,̴Bordesley̴Green"," Victoria Road, Bordesley Green"
"3035",2012,"Birmingham","WAKE̴GREEN̴ROAD","WAKE GREEN ROAD"
"3036",2012,"Birmingham","Ward̴End̴Park","Ward End Park"
"3037",2012,"Birmingham","warwich̴rd","warwich rd"
"3038",2012,"Birmingham","Warwick̴Road","Warwick Road"
"3039",2012,"Birmingham"," warwick̴road,̴accocks̴green"," warwick road, accocks green"
"3040",2012,"Birmingham","Wash̴Lane","Wash Lane"
"3041",2012,"Birmingham","washwood̴heath̴road","washwood heath road"
"3042",2012,"Birmingham","Washwood̴Heath̴Road","Washwood Heath Road"
"3043",2012,"Birmingham"," Watson̴Road,̴Alum̴Rock"," Watson Road, Alum Rock"
"3044",2012,"Birmingham"," Wheatcroft̴Road,̴Chelmesley̴Wood"," Wheatcroft Road, Chelmesley Wood"
"3045",2012,"Birmingham"," WHEATSHEAF̴PH̴COVENTRY̴ROAD,̴SHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON"
"3046",2012,"Birmingham"," WheatSheaf,̴Coventry̴Road."," WheatSheaf, Coventry Road."
"3047",2012,"Birmingham"," William̴Hill̴Bookmakers,̴Washwood̴Heath̴Road"," William Hill Bookmakers, Washwood Heath Road"
"3048",2012,"Birmingham","woodbridge̴rd","woodbridge rd"
"3049",2012,"Birmingham","Woodbridge̴Road","Woodbridge Road"
"3050",2012,"Birmingham","ACORN̴PUBLIC̴HOUSE","ACORN PUBLIC HOUSE"
"3051",2012,"Birmingham","Atlantic̴Rd","Atlantic Rd"
"3052",2012,"Birmingham"," Aylesbury̴Crescent,̴Kingstanding,̴B'ham"," Aylesbury Crescent, Kingstanding, B'ham"
"3053",2012,"Birmingham","beggers̴bush","beggers bush"
"3054",2012,"Birmingham","bendall̴rd.̴kingstanding","bendall rd. kingstanding"
